user_name,status,datetime
Sen. Dan Sullivan,My father Tom Sullivan and my father-in-law Bud Fate have offered me extraordinary examples of what it means to be a father. I want to wish Tom and Bud—and all of Alaska’s and America’s fathers—a very #HappyFathersDay! https://t.co/tpGyo1Oqiz,2020-06-21 17:57:30.491207
Rob Portman,"For nearly 20 yrs, #China has been systematically stealing US research and IP for its own military and economic gain. 

We can't allow China's actions to continue unchecked. 

So this week I introduced legislation to ensure our IP and innovation is protected. https://t.co/d1rhicMYX0",2020-06-21 18:03:31.567525
Rob Portman,"This week, the Senate passed the Restore Our Parks Act - landmark legislation that will support more than 100k jobs and ensure our nation's most beautiful &amp; pristine lands are safeguarded for years to come. https://t.co/OAnd1RwCse",2020-06-21 18:52:11.218149
Sen. Marsha Blackburn,This is the lawless society Democrats envision for our future. #CHOP #CHAZ https://t.co/whTiqnpcck,2020-06-21 19:07:11.008955
Rob Portman,"Ohio's 8 beautiful nat'l parks attract millions of visitors annually. But sadly, yrs of unaddressed wear &amp; tear have resulted in $114M in unmet maintenance needs. 

The good news is that this wk the Senate passed the Restore Our Parks Act, which will help address this problem.",2020-06-21 19:17:56.537527
Mike Lee,"Happy Father’s Day, Dad!  You’d be 85 if you were still alive today, but you’re remembered as the young man you were we we lost you—much too soon. https://t.co/tvCW5S3dUS",2020-06-21 19:20:26.566213
Josh Hawley,"“Behold, children are a gift from the Lord!” Psalm 127:3",2020-06-21 19:55:45.029323
Ted Cruz,"Nobody out-wokes the NFL. 

Whenever they return to play, Kaepernick will be back, playing somewhere. And any defender who sacks him will be branded a hater &amp; immediately fined by the league.",2020-06-21 20:03:48.686999
Ted Cruz,"Their ignorance knows no bounds. And, apparently, they hate Hispanics.",2020-06-21 20:11:41.975273
Sen. Marsha Blackburn,The only thing transparent about this pandemic is that @DrTedros and the @WHO will put everything on the line to protect the Chinese Communist Government. https://t.co/ZmLIV75YEJ,2020-06-21 20:24:50.678373
Sen. John Barrasso,"The #JUSTICEAct is serious, sensible, significant legislation that can make a real difference. It will increase body cameras for police, eliminate excessive force, &amp; make it a duty to intervene. This will get bad cops off the force &amp; give good cops the resources they need. https://t.co/nplqlzWGOr",2020-06-22 09:52:04.244071
Shelley Moore Capito,Can’t believe last week should have been the @CWSoftballGame. One of my favorite traditions to raise money for @YSCBuzz. Missing my teammates (and even those pesky press gals!). 🥎 https://t.co/J1o6JFh5gp,2020-06-22 10:26:47.766709
Sen. Marsha Blackburn,"Google’s behavior could lead to the crippling of our free press. 

Today I asked AG Barr @TheJusticeDept to examine abuses of online advertising &amp; search markets, and to take action before further economic harm results. https://t.co/TRJy9ZeaNT",2020-06-22 10:28:50.560759
Rob Portman,"US taxpayer-funded research and innovation conducted in classrooms and research facilities across the country play a crucial role in fueling America’s economic growth and scientific breakthroughs. 

They are also a prime target for theft from China and other global competitors.",2020-06-22 10:51:42.932562
Joni Ernst,"It’s really simple: if you’re a member of Congress and you or a family member benefited from the #PaycheckProtectionProgram, Americans – your constituents – should know. https://t.co/FbU4oGBC3s",2020-06-22 10:51:55.118374
Sen. Lamar Alexander,"WATCH “Tennessee This Week” on @6News: Tennessee Sen Lamar Alexander joins Blake Stevens to talk about Senate passage of the Great American Outdoors Act and racial relations in United States. 

#GreatOutdoors #RestoreOurParks  
https://t.co/oviBoB9hMm",2020-06-22 10:51:58.848923
David Perdue,"As a member of the HBCU Caucus, I’m proud to support GA’s Historically Black Colleges &amp; Universities in the U.S. Senate. 

The @Albany_Herald wrote about our work to help HBCUs recover from the COVID-19 crisis. https://t.co/gZLLIWjef3",2020-06-22 10:58:14.923360
Senator Jerry Moran,"Congratulations to Kansan William Zollars who was confirmed to serve on the @USPS Board of Governors.

I will continue to advocate for the preservation of rural posts offices and common-sense reforms that ensure the Postal Service’s stability. ⤵️
https://t.co/mShdK3NPrg",2020-06-22 11:08:33.943336
Tim Scott,"For the past five years, since the death of Walter Scott, I have been trying to pass legislation that would reform police departments across America. It is time that Congress provides the American people with solutions. #JUSTICEAct

https://t.co/O0CZw3u0ae",2020-06-22 11:10:46.472413
Senator Kelly Loeffler,"Pandemic takeaways:
 
1. China must be held accountable for mishandling COVID-19

2. America can no longer be dependent on China for critical products like PPE and pharmaceuticals
 
The BEAT China Act addresses both by incentivizing companies to produce on U.S. soil, not Chinese. https://t.co/gVT1zZOtJq",2020-06-22 11:21:31.579155
Cory Gardner,"The Farmers to Families Food Box Program is a win-win – it helps farmers during #COVID19 and provides food to people in need. @SecretarySonny and I discussed the program’s success in Colorado with @FoodBankRockies.
https://t.co/7VeqKgsTkl",2020-06-22 11:40:52.399618
Sen. John Barrasso,"With the #JUSTICEAct we have a real opportunity to make significant progress in the area of police reform. In turn, this would help our communities, help the country, &amp; help our police officers. We need to get a law passed now. https://t.co/3gB32JGI4V",2020-06-22 11:40:58.846608
Shelley Moore Capito,The last thing small businesses should be worried about right now is #PPP paperwork. https://t.co/NN2P4JT6gB,2020-06-22 11:49:27.888998
Rob Portman,"Thank you to President Snyder and @cwru for lending your support to the Safeguarding American Innovation Act. 
 
I look forward to working together to ensure the ground-breaking research conducted at @cwru is protected from foreign adversaries. https://t.co/xH0631nDJO",2020-06-22 11:49:44.533813
Ted Cruz,Clearly the New York Times must be renamed. #CancelNYT,2020-06-22 11:50:04.388823
Ted Cruz,Stop the insanity. https://t.co/r9KC8n23Ly,2020-06-22 11:54:28.328828
Sen. Marsha Blackburn,.@Google leverages the power of GoogleAds to harm consumers and competitors alike. I urged AG Barr to encourage @TheJusticeDept to thoroughly investigate how the company’s anticompetitive practices could lead to the crippling of journalistic freedom.  https://t.co/92tiOCwNxo,2020-06-22 11:55:54.386331
Josh Hawley,"Psalm 145:18 “The Lord is near to all who call on him, to all who call on him in truth!”",2020-06-22 11:57:05.459683
Senator Roy Blunt,"▶️ Transparency
▶️ Accountability
▶️ Training

The #JUSTICEAct focuses on meaningful reforms to rebuild the trust between law enforcement officers &amp; the people they serve.

https://t.co/9K8BF9hfdQ",2020-06-22 11:59:43.581874
Ted Cruz,Ugly. Very ugly.,2020-06-22 11:59:53.453017
Marco Rubio,"We have always had some great allies on this cause in both parties. 

But what is ridiculous is the criticism from Biden &amp; those democrats who fought me on,blocked,opposed &amp; criticized sanctions for years &amp; had no problem with Obama meeting a Raul Castro who keeps Maduro in power",2020-06-22 12:04:12.108533
Tim Scott,#JUSTICEAct,2020-06-22 12:08:42.015654
Sen. Lamar Alexander,"To submit recommendations in response to my White Paper: “Preparing For the Next Pandemic,” please email PandemicPreparedness@help.senate.gov by 5PM ET on June 26. 

You can read the report and foreword by @bfrist here: https://t.co/Hdejl3m7ox ( https://t.co/G0B6yUm4qO",2020-06-22 12:15:46.871614
Sen. Lamar Alexander,"To submit recommendations in response to my White Paper: “Preparing For the Next Pandemic,” please email PandemicPreparedness@help.senate.gov by 5PM ET on June 26. 

You can read the report and foreword by @bfrist here: https://t.co/Hdejl3m7ox https://t.co/dGA7ChDzYD",2020-06-22 12:16:30.523534
Ted Cruz,"NYT devotes its vast investigatory resources—not to uncovering ANTIFA terrorists systematically responsible for looting, firebombing &amp; murdering multiple police officers—but to defending ANTIFA from, gasp, false Internet “rumors.” 

Because of course. https://t.co/NdD92xYOdy",2020-06-22 12:21:16.193778
Ted Cruz,Now the vandals are attacking Austin legends. Insanity.,2020-06-22 12:33:45.397251
Joni Ernst,"I fought hard to roll back Obama’s egregious #WOTUS rule which would've given fed gov’t authority over 97% of land in Iowa.

Today, the Trump Admin’s #WOTUS rule is in place &amp; it provides clarity for Iowa’s farmers.

I’m working to codify a clearer definition of #WOTUS into law.",2020-06-22 12:34:11.509273
Martha McSally,"Arizona is known the world over for its natural wonders and scenic beauty. The Senate last week passed a historic bill that bolsters AZ’s commitment to maintaining our scenic wonders and invests in our rural economies.
https://t.co/7mHa2PIbxf",2020-06-22 12:36:46.544317
Rob Portman,"Heartbroken to hear of Sgt. Wolf Weninger’s passing. Sgt. Weninger will be remembered as a smart, determined and principled young man who dedicated his life to serving his country. 

Jane and I are sending our love and prayers to his family, friends and fellow Marines. https://t.co/1rvwW0sPjk",2020-06-22 12:40:40.921707
Sen. Lisa Murkowski,"The #2020Census will help decide how billions of dollars gets distributed every year. Those are federal funds that have the potential to greatly benefit Alaska, providing critical dollars for healthcare, education, transportation, senior services, public housing, &amp; so much more. https://t.co/Sf6rIQYuOR",2020-06-22 12:42:07.276035
Thom Tillis,"Running a business isn’t easy. It takes grit, hard work, and perseverance through challenges. We can make it easier for small business owners by cutting their taxes and getting burdensome regulations out of their way – that takes having a Senator who ‘gets it.’ https://t.co/JsfALSHezP",2020-06-22 12:45:15.726879
Sen. Marsha Blackburn,".@CYBERCOM_DIRNSA, welcome to @Twitter! Thank you for working to protect the US as we confront the next generation of warfare.",2020-06-22 12:53:41.844619
Shelley Moore Capito,"Learn more about how the bill I introduced w/@SenBooker works to improve the quality of air, increase property values, reduce residential cooling costs, &amp; reduce emissions. Good for economy &amp; environment! Plus, TREE Act aligns w/ Trillion Tree initiative. https://t.co/jY71llr8BU https://t.co/gf8navXcEi",2020-06-22 13:04:39.362489
Sen. Lamar Alexander,"In the @GreeneSun: The Oak Ridge Institute at the University of Tennessee is the culmination of about 40 years of efforts – by many university presidents and faculty, many governors and many citizens – to merge the strengths between @UTKnoxville and @ORNL. https://t.co/86TIGjpC04",2020-06-22 13:05:17.600056
Senator Roy Blunt,"This Wednesday, the Senate will have a vote to take up @SenatorTimScott’s #JUSTICEAct. Please take the time to watch this video &amp; learn more about this bill. 

 https://t.co/h0LIxigwLq",2020-06-22 13:07:11.024064
